mil,(ImgNote),(ImgFolder),Xnote,Xcode,Xparent,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: woodmart_sguide_select,Meta: woodmart_total_stock_quantity,Meta: _product_360_image_gallery,Meta: additional_information,Meta: _additional_information,Meta: slide_template,Meta: rs_page_bg_color,Meta: _woodmart_whb_header,Meta: _woodmart_main_layout,Meta: _woodmart_sidebar_width,Meta: _woodmart_custom_sidebar,Meta: _woodmart_product_design,Meta: _woodmart_single_product_style,Meta: _woodmart_thums_position,Meta: _woodmart_product-background,Meta: _woodmart_extra_content,Meta: _woodmart_extra_position,Meta: _woodmart_product_custom_tab_title,Meta: _woodmart_product_custom_tab_content,Meta: _woodmart_swatches_attribute,Meta: _woodmart_product_video,Meta: _woodmart_product_hashtag,Meta: _wpb_vc_js_status,Meta: _custom_avi,Meta: variation_title,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 2 default,Attribute 3 default,Attribute 1 default,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
,,,,P2DWS,P2DWS,4813,variation,,Weatherproof IP65 Power Point GPO Double Pole Double Outlet Slim Neon Patented Membrane 10A - White,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.5,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2DWS_Neptune_P2DWS_V.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5388.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5389.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5384.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5385.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5386.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5391.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5392.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5393.jpg",,,P2DWS,,,,,,0,Color,White,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,80,84,80,94,80,54,80,00,00,00,00,00,00,00,000",Weatherproof IP65 Power Point GPO Double Pole Double Outlet Slim Neon Patented Membrane 10A - White,,,,,,,,,,,,,,,,
,,P2DWS_B,"img, (to add img)",P2DWS/B,P2DWS,4815,variation,P2DWS/B,Weatherproof IP65 Power Point GPO Double Pole Double Outlet Slim Neon Patented Membrane 10A - Black,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40,,,,,,,P2DWS,,,,,,0,Color,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weatherproof IP65 Power Point GPO Double Pole Double Outlet Slim Neon Patented Membrane 10A - Black,,,,,,,,,,,,,,,,
,,,"addinfo, cat",,P2DWS,4790,variable,P2DWS,Weatherproof IP65 Power Point GPO Double Pole Double Outlet Slim Neon Patented Membrane 10A,1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Outlet &amp; Switch > Weatherproof, Electrical Accessories > RV Accessories","Weatherproof, Double Pole",,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2DWS_Neptune_P2DWS_V.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5388.jpg",,,,,,,,,'-20,Amp,10A,1,1,Color,"Black, White",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Neptune series</td></tr><tr><th>Name</th><td>16mm mounting flange for P2DWS</td></tr><tr><th>Model</th><td>P2DWS</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate</td></tr><tr><th>Color</th><td>Electrical white/black</td></tr><tr><th>Size</th><td>H86mmxL130mmxD16mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Surface mount fitting</th><td>Only fits Transco P2DWS, P2DWS/B GPO</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,https://www.youtube.com/watch?v=CG2JakfdGl4,,FALSE,,,Brand,Weatherproof,1,1,,,,,White,,,,,,,
,,,,P2DWS/PPO,P2DWS/PPO,7986,variation,,Weatherproof IP65 Power Point GPO Double Outlet Double Pole Slim Neon Patented Membrane - 10A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.5,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2DPPO_Neptune_P2DPPO.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5399.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5400.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5401.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5402.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5404.jpg",,,P2DWS/PPO,,,,,,1,Amp,10A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,415,942,594,359,400,000",Weatherproof IP65 Power Point GPO Double Outlet Double Pole Slim Neon Patented Membrane - 10A,,,,,,,,,,,,,,,,
,,P2DWS_PPO15,"img, (to add img)",P2DWS/PPO15,P2DWS/PPO,7987,variation,P2DWS/PPO15,Weatherproof IP65 Power Point GPO Double Outlet Double Pole Slim Neon Patented Membrane - 15A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.5,,,,,,,P2DWS/PPO,,,,,,2,Amp,15A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weatherproof IP65 Power Point GPO Double Outlet Double Pole Slim Neon Patented Membrane - 15A,,,,,,,,,,,,,,,,
,,,cat,,P2DWS/PPO,4816,variable,P2DWS/PPO,Weatherproof IP65 Power Point GPO Double Outlet Double Pole Slim Neon Patented Membrane,1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Outlet &amp; Switch > Weatherproof, Electrical Accessories > RV Accessories","Weatherproof, Double Pole",,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2DPPO_Neptune_P2DPPO.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5399.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5400.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5401.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5402.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5404.jpg",,,,,,,,,0,Amp,"10A, 15A",1,1,Color,White,1,1,none,,,,field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,https://www.youtube.com/watch?v=CG2JakfdGl4,,FALSE,,,Brand,Weatherproof,1,1,,,,,,,10A,,,,,
,,,,P2G,P2G,4545,variation,,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - White,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.5,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2G_Opal_P1G-P2G_V.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1204.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1128.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1130.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1132.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A1144.jpg",,,P2G,,,,,,0,Color,White,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,60,23,60,33,60,43,60,00,000",Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - White,,,,,,,,,,,,,,,,
,,,,P2G/B,P2G,4546,variation,P2G/B,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - Black,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5501.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5505.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5506.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5510.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5513.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5518.jpg",,,P2G,,,,,,2,Color,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,60,63,60,73,60,83,60,00,000",Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - Black,,,,,,,,,,,,,,,,
,,,addinfo,,P2G,4540,variable,P2G,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A,1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Opal,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2G_Opal_P1G-P2G_V.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5505.jpg",,,,,,,,,'-20,Amp,10A,1,1,Color,"Black, White",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Opal Series</td></tr><tr><th>Name</th><td>Glass look push button LED power point double</td></tr><tr><th>Model</th><td>P2G, P2G/B</td></tr><tr><th>Power current</th><td>a.c.</td></tr><tr><th>Power phase</th><td>Single </td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate, acrylic</td></tr><tr><th>Color</th><td>Pure snow/Midnight black</td></tr><tr><th>Socket switch</th><td>Push Button</td></tr><tr><th>LED luminous</th><td>Yes</td></tr><tr><th>Number of switch pole</th><td>Single</td></tr><tr><th>Number of socket gang</th><td>2</td></tr><tr><th>Number of socket outlet</th><td>2</td></tr><tr><th>Pin</th><td>3 pins (active, neutral, earth)</td></tr><tr><th>Earth pin</th><td>Flat</td></tr><tr><th>Cable connector</th><td>Copper ferrule x3</td></tr><tr><th>Cable accomodated</th><td>2.5mm x3</td></tr><tr><th>Size</th><td>W72mmxL116mmxD20mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Flush mount fitting</th><td>fits all general brackets in the market</td></tr><tr><th>Surface mount fitting</th><td>fits all general mounting blocks in the market</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr><tr><th>Schematic wiring diagram</th><td></td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/01583904068.png"" /></div><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/11583904068.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,https://www.youtube.com/watch?v=AZh5tSCq1NU,,FALSE,,,Brand,Opal Glass Look,1,1,,,,,White,,,,,,,
,,,,P2G/USB,P2G/USB,4777,variation,,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch Dual USB Socket 2.1A 5V 10A - White,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,65,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2053-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2054-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2055-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2056-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2058-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2059-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2060-scaled.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2061-scaled.jpg",,,P2G/USB,,,,,,0,Color,White,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,77,04,77,14,77,24,77,00,00,00,00,00,000",Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch Dual USB Socket 2.1A 5V 10A - White,,,,,,,,,,,,,,,,
,,P2G_USB_B,"img, (to add img)",P2G/USB/B,P2G/USB,4778,variation,P2G/USB/B,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch Dual USB Socket 2.1A 5V 10A - Black,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,65,,,,,,,P2G/USB,,,,,,0,Color,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch Dual USB Socket 2.1A 5V 10A - Black,,,,,,,,,,,,,,,,
,variable photos - add BSYV8551 (1st in P2G/USB/B) as 2nd,,"img, [to set variable img]",,P2G/USB,4751,variable,P2G/USB,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch Dual USB Socket 2.1A 5V 10A,1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Opal,USB,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A2053-scaled.jpg,,,,,,,,,'-20,Amp,10A,1,1,Color,"Black, White",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Opal Series</td></tr><tr><th>Name</th><td>Glass look push button LED power point double with dual USB charging socket</td></tr><tr><th>Model</th><td>P2G/USB, P2G/USB/B</td></tr><tr><th>Power current</th><td>a.c.</td></tr><tr><th>Power phase</th><td>Single </td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate, acrylic</td></tr><tr><th>Color</th><td>Pure snow/Midnight black</td></tr><tr><th>Socket switch</th><td>Push Button</td></tr><tr><th>LED luminous</th><td>Yes</td></tr><tr><th>Number of switch pole</th><td>Single</td></tr><tr><th>Number of socket gang</th><td>2</td></tr><tr><th>Number of socket outlet</th><td>2</td></tr><tr><th>Pin</th><td>3 pins (active, neutral, earth)</td></tr><tr><th>Earth pin</th><td>Flat</td></tr><tr><th>Cable connector</th><td>Copper ferrule x3</td></tr><tr><th>Cable accomodated</th><td>2.5mm x3</td></tr><tr><th>USB</th><td>5V, 2.1A total</td></tr><tr><th>Size</th><td>H72mmxW155mmxD20mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Flush mount fitting</th><td>fits all general plaster clip in the market</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/01583904525.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,https://www.youtube.com/watch?v=AZh5tSCq1NU,,FALSE,,,Brand,Opal Glass Look,1,1,,,,,White,,,,,,,
,,,,P1N,P2N,4676,variation,P1N,Power Point GPO Narrow Powerclip - 1,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8.8,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5210.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5211.jpg",,,P2N,,,,,,0,Outlet,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3791,"Power Point GPO Narrow Powerclip - Single Outlet, 10A",,,,,,,,,,,,,,,,
,,,,P2N,P2N,4675,variation,,Power Point GPO Narrow Powerclip - 2,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,11,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5213.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5215.jpg",,,P2N,,,,,,0,Outlet,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7636,"Power Point GPO Narrow Powerclip - Double Outlet, 10A",,,,,,,,,,,,,,,,
,"variable photos - Powerclip_P1N-P2N, Powerclip_P1N-P2N-back (to upload from var_img folder)",,"img, [to set variable img]",,P2N,4661,variable,P2N,Power Point GPO Narrow Powerclip,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Power Clip,,,,,,,,,,,,0,Amp,10A,1,1,Color,White,1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Powerclip Series</td></tr><tr><th>Name</th><td>Skirting power point single/double</td></tr><tr><th>Model</th><td>P1N,P2N</td></tr><tr><th>Power current</th><td>a.c.</td></tr><tr><th>Power phase</th><td>Single </td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate</td></tr><tr><th>Color</th><td>Electrical white</td></tr><tr><th>Number of socket gang</th><td>Single/Double</td></tr><tr><th>Socket switch</th><td>Rocker</td></tr><tr><th>Number of switch pole</th><td>Single</td></tr><tr><th>Pin</th><td>3 pins (active, neutral, earth)</td></tr><tr><th>Earth pin</th><td>Flat</td></tr><tr><th>Cable connector</th><td>Copper ferrule x3</td></tr><tr><th>Cable accomodated</th><td>2.5mm x3</td></tr><tr><th>Size</th><td>Single:W43mmxL93mmxD20mm Double:W43mmxL154mmxD20mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr><tr><th>Schematic wiring diagram</th><td></td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/01584090100.png"" /></div><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/11584090100.png"" /></div><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/21584090100.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,Outlet,"1, 2",1,1,,,,,,2,,,,,,
,,,,P1V,P2V,4678,variation,P1V,"Power Point GPO Vertical Powerclip - 1, 0",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5.5,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5336.jpg,,,P2V,,,,,,2,Outlet,1,,1,Gang,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Power Point GPO Vertical Powerclip - Single Outlet, 10A",,,,,,,,,,,,,,,,
,,P1XV,"img, (to add img)",P1XV,P2V,4679,variation,P1XV,"Power Point GPO Vertical Powerclip - 1, 1 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,9,,,,,,,P2V,,,,,,3,Outlet,1,,1,Gang,1 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Power Point GPO Vertical Powerclip - Single Outlet, 10A, 1 Extra Switch",,,,,,,,,,,,,,,,
,,,,P2V,P2V,4677,variation,,"Power Point GPO Vertical Powerclip - 2, 0",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,10.4,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2V_Powerclip_P1V-P2V_V.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5338.jpg",,,P2V,,,,,,1,Outlet,2,,1,Gang,0,,1,,,,,,,,,,,,,,,,,,,,,,,,7641,"Power Point GPO Vertical Powerclip - Double Outlet, 10A",,,,,,,,,,,,,,,,
,,,,P2XV,P2V,4680,variation,P2XV,"Power Point GPO Vertical Powerclip - 2, 1 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14,,,,http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5340.jpg,,,P2V,,,,,,4,Outlet,2,,1,Gang,1 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Power Point GPO Vertical Powerclip - Double Outlet, 10A, 1 Extra Switch",,,,,,,,,,,,,,,,
,,,addinfo,,P2V,4662,variable,P2V,Power Point GPO Vertical Powerclip,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Power Clip,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2V_Powerclip_P1V-P2V_V.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A5338.jpg",,,,,,,,,0,Amp,10A,1,1,Color,White,1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Powerclip Series</td></tr><tr><th>Name</th><td>Vertical power point 10A</td></tr><tr><th>Model</th><td>P1V, P2V, P1XV, P2XV</td></tr><tr><th>Power current</th><td>a.c.</td></tr><tr><th>Power phase</th><td>Single </td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate</td></tr><tr><th>Color</th><td>Electrical white</td></tr><tr><th>Number of switch pole</th><td>Single</td></tr><tr><th>Number of switcht gang</th><td>1, 2, 3</td></tr><tr><th>Number of socket outlet</th><td>1, 2</td></tr><tr><th>Pin</th><td>3 pins (active, neutral, earth)</td></tr><tr><th>Earth pin</th><td>Flat</td></tr><tr><th>Cable connector</th><td>Copper ferrule x3</td></tr><tr><th>Cable accomodated</th><td>2.5mm x3</td></tr><tr><th>Size</th><td>W72mmxL116mmxD20mm</td></tr><tr><th>On wall mounting</th><td>Vertical</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Flush mount fitting</th><td>fits all general brackets in the market</td></tr><tr><th>Surface mount fitting</th><td>fits all general mounting blocks in the market</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr><tr><th>Schematic wiring diagram</th><td></td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/01584336883.png"" /></div><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/11584336883.png"" /></div><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/21584336883.png"" /></div><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/31584336883.png"" /></div><div class=""ai_img""><img src=""http://aaronknightdev.com/ecommerce/wp-content/uploads/import/41584336883.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,Outlet,"1, 2",1,1,Gang,"1 gang, 0",1,1,,2,,,,,,
,,,name+V,P1VW,P2VW,4635,variation,P1VW,"Power Point GPO Vertical Slim Wafer Extra Thin Flush - Single Outlet, 10A",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,9.7,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A4884.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A4885.jpg",,,P2VW,,,,,,0,Outlet,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,"Power Point GPO Vertical Slim Wafer Extra Thin Flush - Single Outlet, 10A",,,,,,,,,,,,,,,,
,,,name+V,P2VW,P2VW,4629,variation,,"Power Point GPO Vertical Slim Wafer Extra Thin Flush - Double Outlet, 10A",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12.5,,,,"http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/P2VW_Wafer_P1VW-P2VW.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A4824.jpg, http://aaronknightdev.com/ecommerce/wp-content/uploads/2020/02/U9A4825.jpg",,,P2VW,,,,,,0,Outlet,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,90,43,905","Power Point GPO Vertical Slim Wafer Extra Thin Flush - Double Outlet, 10A",,,,,,,,,,,,,,,,
